_row,operator,device,cell_id,split,measured_rsrp,sionna_power_raw,dist_m,freq_mhz,area,gap_type,tower_lat,tower_lon,position_source,sionna_power_cal,residual_cal
49379,1,pc4,33802242.0,val,-85.53375,-53.565948486328125,99.48621746164841,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-70.56598778722626,-14.967762212773735
49382,1,pc1,33802242.0,val,-78.384375,-51.52101135253906,75.99185762664781,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-68.5210506534372,-9.863324346562806
49383,1,pc1,33802242.0,val,-77.44444444444444,-51.22834014892578,73.10054314290915,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-68.22837944982392,-9.216064994620524
49386,1,pc4,33802242.0,val,-87.06373762376238,-54.272682189941406,109.22523360106706,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-71.27272149083954,-15.791016132922834
49388,1,pc4,33802242.0,val,-87.42234848484848,-54.94476318359375,119.42624294030611,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-71.94480248449189,-15.477546000356597
49389,1,pc1,33802242.0,val,-76.11386138613861,-51.14070129394531,72.25432107262951,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-68.14074059484345,-7.973120791295159
49391,1,pc1,33802242.0,val,-75.228125,-51.26463317871094,73.45578698031741,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-68.26467247960908,-6.9634525203909305
49393,1,pc4,33802242.0,val,-84.41336633663366,-55.57513427734375,129.9258933117366,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-72.57517357824189,-11.83819275839177
49396,1,pc4,33802242.0,val,-79.48674242424242,-56.135009765625,140.0793677279721,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-73.13504906652314,-6.3516933577192844
49398,1,pc1,33802242.0,val,-77.4875,-51.61011505126953,76.89363361530565,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-68.61015435216767,-8.877345647832328
49400,1,pc1,33802242.0,val,-81.156875,-52.13397979736328,82.39556056528804,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-69.13401909826142,-12.02285590173858
49401,1,pc4,33802242.0,val,-77.27875,-56.65138244628906,150.20311926165385,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-73.6514217471872,-3.627328252812802
49403,1,pc4,33802242.0,val,-79.4475,-57.063018798828125,158.8220700968058,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-74.06305809972626,-5.3844419002737425
49405,1,pc1,33802242.0,val,-82.94823232323232,-52.791168212890625,89.83922256401932,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-69.79120751378876,-13.157024809443556
49407,1,pc4,33802242.0,val,-77.3125,-57.44865417480469,167.37293160957614,1800.0,Park,Unflagged,52.5127,13.3344,ocid_exact,-74.44869347570283,-2.863806524297175
49409,1,pc1,33802242.0,val,-82.97277227722772,-53.52576446533203,98.96025297468779,1800.0,Avenue,Unflagged,52.5127,13.3344,ocid_exact,-70.52580376623017,-12.44696851099755
