tower_lat,tower_lon,weighted_spread_m,n_localization_rows,operator,PCell_MCC,PCell_MNC,PCell_TAC,PCell_Cell_Identity,n_validation_rows
52.50859094508679,13.349935615717479,147.1,1177,2,262.0,2.0,49101.0,4078344.0,796
52.50668151155638,13.345782837407636,26.2,547,2,262.0,2.0,49101.0,4078345.0,392
52.50866174249581,13.349966816904683,142.3,805,2,262.0,2.0,49101.0,4078355.0,557
52.50667338345295,13.345747339859614,18.4,439,2,262.0,2.0,49101.0,4078356.0,278
52.503310893864786,13.334456010836188,154.3,14,2,262.0,2.0,49101.0,43164180.0,11
52.51629095491942,13.325688546811975,101.9,825,2,262.0,2.0,49101.0,51447561.0,568
52.51456037475198,13.322839832343849,144.0,436,2,262.0,2.0,49101.0,51447562.0,259
52.51583128384652,13.32633022885968,97.0,134,2,262.0,2.0,49101.0,51447566.0,87
52.512684783336155,13.324230411029841,24.4,10,2,262.0,2.0,49101.0,51447567.0,10
52.51393939801283,13.329279021930926,24.7,193,2,262.0,2.0,49101.0,51447572.0,140
52.51358037502988,13.335692618320275,64.7,217,2,262.0,2.0,49101.0,51842565.0,155
52.51351565621971,13.33582343935288,77.7,806,2,262.0,2.0,49101.0,51842568.0,586
52.5134270223746,13.33545937370429,38.5,101,2,262.0,2.0,49101.0,51842579.0,67
52.51391020052505,13.350299364825034,3.5,69,2,262.0,2.0,49102.0,2829829.0,62
52.513922440570816,13.350250656054708,6.4,40,2,262.0,2.0,49102.0,2829830.0,28
52.5138788390275,13.350211421123587,1.6,26,2,262.0,2.0,49102.0,2829843.0,32
52.511032843884216,13.361840613251195,407.8,235,2,262.0,2.0,49102.0,2838792.0,122
52.51124405156015,13.371780140855272,27.0,639,2,262.0,2.0,49102.0,2843400.0,456
52.51127345788702,13.372063122479434,53.4,579,2,262.0,2.0,49102.0,2843405.0,397
52.51123206123762,13.371721382375782,31.2,668,2,262.0,2.0,49102.0,2843411.0,436
52.51372235434462,13.351099563713376,330.1,39,2,262.0,2.0,49102.0,2843423.0,22
52.50991202958876,13.3588320717476,50.2,975,2,262.0,2.0,49102.0,3301896.0,656
52.51374610592469,13.34849059755366,141.8,411,2,262.0,2.0,49102.0,3301898.0,278
52.50990228845173,13.3589552140051,40.9,476,2,262.0,2.0,49102.0,3301907.0,315
52.51376184326552,13.377011314911915,165.5,300,2,262.0,2.0,49102.0,3725845.0,198
52.514339452997774,13.347823648875687,2.3,28,2,262.0,2.0,49103.0,51480339.0,12
52.51389488305284,13.350176540244778,4.2,30,2,262.0,2.0,49103.0,51839253.0,18
52.49197595209787,13.30472457767369,95.4,44,2,262.0,2.0,49104.0,2568967.0,39
52.495415783534725,13.30942350739774,89.3,1165,2,262.0,2.0,49104.0,2568968.0,736
52.49447717640099,13.314548085948331,14.6,15,2,262.0,2.0,49104.0,2568969.0,10
52.49185728725778,13.304663249687957,52.5,2813,2,262.0,2.0,49104.0,2568970.0,1923
52.49425571257087,13.309361840671716,86.2,26,2,262.0,2.0,49104.0,2568979.0,15
52.49210871539168,13.308390919132671,125.1,355,2,262.0,2.0,49104.0,2568981.0,244
52.511456741436895,13.304718229334979,23.7,470,2,262.0,2.0,49104.0,2580500.0,292
52.511179434023106,13.300741459732508,35.3,1189,2,262.0,2.0,49104.0,2580501.0,815
52.49960469266436,13.317775657288923,74.5,823,2,262.0,2.0,49104.0,2824456.0,545
52.49977529505602,13.313678267026026,30.0,2277,2,262.0,2.0,49104.0,2824458.0,1482
52.49962437275262,13.317698729426288,56.4,400,2,262.0,2.0,49104.0,2824467.0,244
52.499770081556825,13.31360975363078,44.4,1007,2,262.0,2.0,49104.0,2824469.0,636
52.49021467172817,13.297320315378787,60.3,54,2,262.0,2.0,49104.0,2826245.0,34
52.4884479691267,13.302358088663215,45.1,277,2,262.0,2.0,49104.0,2826246.0,171
52.48826293711526,13.301343391628079,62.3,927,2,262.0,2.0,49104.0,2826249.0,577
52.48855356979934,13.30417009234158,32.9,21,2,262.0,2.0,49104.0,2826259.0,12
52.488282141835874,13.301569991129297,74.1,832,2,262.0,2.0,49104.0,2826260.0,577
52.51185884921568,13.311283603101872,121.7,1201,2,262.0,2.0,49104.0,2828558.0,772
52.51154749884183,13.306552102088862,97.3,757,2,262.0,2.0,49104.0,2828559.0,503
52.511868163884685,13.311017547301457,97.9,610,2,262.0,2.0,49104.0,2828564.0,433
52.51167585799075,13.308139512653147,30.1,121,2,262.0,2.0,49104.0,2828565.0,69
52.497775076699035,13.282577081232148,62.3,934,2,262.0,2.0,49104.0,2948877.0,597
52.499038295421556,13.278877105369066,189.8,47,2,262.0,2.0,49104.0,2948878.0,20
52.50056431063019,13.33073322346171,63.2,372,2,262.0,2.0,49104.0,3286536.0,258
52.500498503478006,13.33016804682587,89.1,459,2,262.0,2.0,49104.0,3286541.0,299
52.500556805728124,13.330775549504182,54.3,282,2,262.0,2.0,49104.0,3286547.0,204
52.49289876604191,13.29273853583492,108.5,1616,2,262.0,2.0,49104.0,3428105.0,1037
52.494421542744256,13.28721684046956,53.7,529,2,262.0,2.0,49104.0,3428106.0,340
52.49274651856394,13.292906239292952,123.9,679,2,262.0,2.0,49104.0,3428116.0,437
52.494350249441396,13.28740614459955,53.2,330,2,262.0,2.0,49104.0,3428117.0,202
52.493688442875275,13.30473313384058,4.0,10,2,262.0,2.0,49104.0,3952901.0,10
52.49106843874956,13.304694600243987,45.3,102,2,262.0,2.0,49104.0,3952902.0,75
52.49081797228281,13.304614912643762,10.0,81,2,262.0,2.0,49104.0,3952905.0,57
52.49082869320727,13.30463395428526,13.7,307,2,262.0,2.0,49104.0,3952916.0,185
52.49244677643798,13.30477867390894,10.7,24,2,262.0,2.0,49104.0,3952917.0,13
52.49797660056833,13.307506132536608,69.0,50,2,262.0,2.0,49104.0,4051725.0,38
52.49675963471821,13.305565896251528,44.8,400,2,262.0,2.0,49104.0,4051727.0,288
52.49839574991833,13.307564947098752,75.6,1033,2,262.0,2.0,49104.0,4051731.0,739
52.49643009975202,13.305716166938675,95.6,867,2,262.0,2.0,49104.0,4051733.0,567
52.50015918921021,13.325915318561181,32.1,245,2,262.0,2.0,49104.0,51629574.0,169
52.49999213055603,13.323945724831516,39.0,546,2,262.0,2.0,49104.0,51629575.0,318
52.500182018133216,13.326268836796539,24.1,309,2,262.0,2.0,49104.0,51629588.0,192
52.50009713687091,13.325182502425974,16.8,377,2,262.0,2.0,49104.0,51629589.0,238
52.4903053036241,13.262271484431928,57.6,56,2,262.0,2.0,49107.0,2835205.0,30
52.48678220215024,13.257739341550312,110.8,110,2,262.0,2.0,49107.0,2835207.0,42
52.47207719861376,13.240005210653115,125.9,152,2,262.0,2.0,49107.0,3950085.0,105
52.46939666565771,13.237094071615193,25.5,40,2,262.0,2.0,49107.0,3950087.0,24
52.502138868226666,13.279712017514207,253.4,1803,2,262.0,2.0,49300.0,2818312.0,1160
52.49518065520601,13.267972833520513,101.6,95,2,262.0,2.0,49300.0,2818314.0,63
52.50221345932303,13.281263189319654,144.6,554,2,262.0,2.0,49300.0,2818323.0,360
52.510920589217484,13.29715750608995,20.2,152,2,262.0,2.0,49300.0,2828806.0,135
52.5109346582226,13.297377430211517,16.9,16,2,262.0,2.0,49300.0,2828809.0,10
52.510522045543425,13.290856286316462,10.6,374,2,262.0,2.0,49300.0,3282957.0,256
52.51052004801265,13.290734343229893,18.4,154,2,262.0,2.0,49300.0,3282963.0,123
52.50955361339867,13.28223885500065,54.0,81,2,262.0,2.0,49300.0,3283205.0,49
52.50952870989215,13.282036260601808,9.2,39,2,262.0,2.0,49300.0,3283219.0,18
52.50325781709256,13.281908868915808,24.8,20,2,262.0,2.0,49300.0,3289863.0,7
52.51174418033,13.293570382160238,627.7,42,2,262.0,2.0,49300.0,3499533.0,29
52.511465467352785,13.286472383757081,144.0,2455,2,262.0,2.0,49300.0,3499534.0,1619
52.513021397410725,13.288154519240766,5.9,32,2,262.0,2.0,49300.0,3499539.0,21
52.5116326138094,13.286556014069344,136.5,1159,2,262.0,2.0,49300.0,3499540.0,779
52.509935614665,13.282773903231488,48.8,25,2,262.0,2.0,49300.0,3502355.0,12
